Uniprot ID;EC number
A0A2C9WCZ7;1.11.1.6
A0A078I700;
A0A1D5QND9;
D8QN15;
Q0UIS9;
Q8EHR7;5.3.1.6
A0A0K9NJH9;
D8R443;
A0A078G5F6;
A0A368QTJ1;
A0A1U8G0J3;
B9HIX1;
H2QG38;2.1.1.364
A0A2C9WB30;1.11.1.7
M3XFS6;
A2G142;
A0A067GXK4;
D8RFQ4;
A0A3B6KKT8;
D8SPP0;
A0A251MSF2;2.7.4.14
B9W4V8;
B7EBJ6;
Q6MG11;2.3.1.108
A0A1U8P2U1;
W1PJY3;
B3VDZ0;1.13.99.1
B3RLL6;2.7.1.107
F6SA46;6.5.1.1
Q5KL63;
C3YDJ3;
A0A2K2B3X1;2.7.6.1
E9GAJ9;2.7.1.23
Q20117;6.3.2.2
Q8RVP5;1.11.1.7
A0ECS9;
A0A251QUA4;6.1.1.6
A0A3Q1MID6;"2.1.1.361; 2.1.1.362"
H9G9E2;3.1.4.-
W1PY88;6.5.1.1
M1DW58;2.7.11.1
A0A2J6L285;
A3RK77;
M4FBS8;
Q2FYK6;1.5.1.3
W5N400;2.7.11.30
B7ZXD5;3.5.4.9
Q9HU90;
A0A3B6D588;5.2.1.8
Q6C7R6;2.4.1.16
A0A251UWS7;
A0A078JBP9;
A0A1U8J6T8;2.8.2.-
A0A072V9K1;"3.1.3.77; 4.2.1.109"
E9GMY9;
I1JEU0;
Q8ZKU8;2.7.11.1
Q9WVM4;2.1.1.100
H3FEA8;
F7BBI7;
A0A022QZC0;
Q74D00;6.1.1.20
Q9XF72;1.11.1.25
A0A2K3D1K0;
B9GIX0;
A0A2G3A6P8;
A0A072URP3;
Q8P6B5;
F7ESN7;2.8.2.-
A0A1S4A0S5;
A0A1U8I038;
A0A072V223;2.7.1.11
G8FGA5;
Q55G43;
A0BHF5;
Q9BDJ5;3.5.1.92
W5NIV6;
Q8Y6A3;2.1.1.228
M5WXC0;2.6.1.2
Q752P4;
E9HCR8;1.4.3.5
Q7L266;"3.4.19.5; 3.5.1.1"
A0A022Q6G3;
B9S9C7;4.1.99.12
B8BYZ2;
P38235;
A0A1U8K815;2.7.4.9
A9WCA1;6.5.1.2
G7I9H4;
M3XAJ9;2.4.1.-
P02127;
Q5JHE8;2.7.7.3
B1N4P1;
Q6CHS7;2.6.1.85
A9V9S3;
M4DU52;
E9HRS3;
Q8A2E7;2.3.1.179
A0A2K3DIX2;
Q93839;
G7JA07;3.1.4.11
A0A0K9RHM0;3.1.1.29
A0A1U8E233;
P44740;2.1.1.-
P0CB22;2.1.1.-
A0A3B6LIU3;3.1.3.7
M3W632;
A0A3B6KKP5;
Q4WWR4;2.7.7.48
A0A1U8LPW9;2.7.4.6
E9G1P1;
Q12882;1.3.1.2
A0BF81;
I1J8S0;
A0A078JC83;
A0A3B6NNF0;3.2.1.26
H3FTM9;
A0A2J6L2X8;
A0A2J6MEJ1;
F7DAJ1;1.1.1.95
K4AKA4;
A0A1U8M0P1;4.2.1.3
A0A1U8Q8P7;
H2R4Q2;
M4EXL9;3.5.1.14
O62327;1.11.1.9
A0A2J6M7C1;
A0A2K2CD53;
A0A1U8N501;
Q8P4M9;
F1S4S3;4.2.1.11
A0A1D6LJP0;1.1.1.44
A9PHA0;1.11.1.7
Q5R1W2;1.1.1.105
Q8A8S8;2.3.1.181
F6WXI9;6.5.1.1
A0A2I2URR2;3.5.1.98
A0A2K3D1H5;
Q75BM2;
Q6C1P7;1.14.11.66
Q61493;2.7.7.7
B7P826;
A0A067GYR1;
Q21166;6.2.1.16
D8S8L6;1.2.4.1
O67904;6.3.5.-
E9FWP2;
A0A2G2ZHE3;
A0A3B6HWX5;
D8R651;
B4FGT5;1.14.11.2
F6HBJ9;1.14.14.17
Q96SL4;1.11.1.9
G7K685;2.7.4.3
A0A078JT25;
A0A0R0KZD9;1.11.1.7
I1MAJ4;3.1.1.31
A0A1U8PU18;
P0A944;"2.3.1.-; 2.3.1.266"
Q8F3Q2;3.1.1.29
M1CKC5;1.2.1.-
D8RJ43;
Q5AFB3;6.1.1.1
T1EG10;2.7.11.30
Q59087;4.2.1.10
Q9LFA2;2.7.11.1
D8T3E1;
B9GGZ4;2.7.11.24
A0A1U8LS65;
A0A2C9VLF2;
A0A022RTA6;
B9RS63;2.7.7.7
C3YGV7;
Q6ZKV8;"2.6.1.62; 6.3.3.3"
A0A1D6LG94;2.4.1.13
A0A3B6NPR7;
F1NZ23;3.6.4.12
Q43466;
A0A1D6PTE5;4.2.1.1
H3G590;2.7.7.8
Q8ECJ1;
A0A067FQH6;3.1.1.11
A0A0R0F7F5;2.4.1.34
C0P2Y6;
A0A3Q2HCZ9;
Q74DD9;
A2H2H1;
A0A1U8JDU8;
A0A2G2ZS09;
A0A2J6LQ07;"3.6.1.13; 3.6.1.16; 3.6.1.53"
A0A059AED8;2.4.1.13
G5ED82;
A0A337SVD0;2.1.2.10
Q32LR7;
A0A2C9VZ65;3.1.1.11
Q9LHQ7;2.1.1.56
A0A287BJ99;4.6.1.1
G7JNK8;2.7.7.7
A0A0R4IH27;2.7.10.2
Q2R8T1;
Q753D9;2.7.11.1
A0A0R0FXA5;3.5.2.5
P66030;3.5.4.25
F5HDG6;
Q58083;3.6.4.13
A0A0A0K4A5;
A0A3B3HKZ2;2.3.1.48
A0A1S3Y3V3;
E9AEJ9;
Q3UD61;
Q9VKX2;1.1.1.37
Q7JWT4;
Q9VUY4;6.1.1.5
A0A0K9PLF5;
A0A3B6UC62;
A0A251PEV6;
A0A059AEA2;
H9GS25;
P18440;2.3.1.5
Q2QUY3;
A2F3N0;
M4F8N4;
G3RN05;3.1.4.-
G3QQF8;
F7ANQ6;
A0A0K9Q4S7;6.1.1.6
A0A1U8N8U7;3.1.3.7
H9GNE5;2.1.1.-
M4CRR9;2.1.1.56
H2XRW6;2.7.10.2
B8CF84;
A0A2K1J4I8;2.7.7.7
Q2QP56;
F6TFQ0;
G9BWQ2;2.7.11.1
A0A1U8JML5;
Q96EG1;"3.1.6.1; 3.1.6.15"
H3HDA1;6.5.1.1
G3QML4;
B8C345;
H2MME2;3.5.4.4
A0A0K9RMT2;3.6.1.1
Q9VEJ9;1.11.1.7
A0A2I4HTB4;4.3.1.24
A0A078JI93;4.2.1.3
A0A0K9R973;
A0A0P0V2C2;1.11.1.7
A9WA33;
A9WG00;"2.7.1.26; 2.7.7.2"
Q5EBE7;1.-.-.-
A0A0R0F139;
A8XZU2;6.1.1.14
A0A0A0K753;
I1HT66;4.1.1.35
K7GT60;
W5MKL0;
A0A067F252;
T1G902;2.7.2.3
Q9UWY8;4.1.1.50
E1C0V1;2.3.1.4
Q7ZYY1;5.2.1.8
A0A075B767;5.2.1.8
W5M9W2;
A0A022QCF7;3.1.4.4
O42658;4.2.1.96
C4LWA8;6.1.1.17
A0A2K1JBI5;2.7.7.60
Q0V4D2;2.6.1.52
Q97Z86;2.7.6.1
A0A2K1JYM1;2.7.7.7
Q2R044;
A0A022R1Y6;
A0A1S4AM34;3.6.4.12
A7EW70;2.5.1.18
Q5XIU8;3.1.3.56
A0A2K3D1A5;4.3.2.9
A0A078G3W0;2.7.11.24
F6V1Z3;
A0A3B6TLI0;4.1.1.31
Q7UW43;2.5.1.19
A3F475;3.6.1.-
A9A243;
F7CUI3;"2.7.7.50; 3.6.1.74"
O88895;"3.5.1.-; 3.5.1.98"
P51952;"2.7.11.22; 2.7.11.23"
W1PNH8;
A0A022RJB1;2.7.7.48
A0A078FDA2;
F6VJ48;3.1.3.48
H3G9S8;4.1.2.13
A7SWC2;"1.3.8.1; 1.3.8.4"
A0A022RUF9;3.6.5.-
Q9CXJ1;6.1.1.17
Q81GP4;
A0A1D6FC88;
H2MBI1;1.8.4.12
A8BR89;6.1.1.15
A0A6I8QZV9;
Q4JCJ1;4.1.1.31
O00835;3.6.4.12
Q9I685;3.3.1.1
I1L1T9;
Q69RL2;
Q74C82;3.4.21.92
A9UPW2;2.7.11.1
I1IKK4;5.3.1.8
Q8BTH8;2.7.11.1
Q9SJE2;3.1.2.-
A0A090N3I9;1.1.1.37
A0A2K1X331;
A0A2K2DLX6;
D8R4A6;2.4.2.14
P0A9P9;1.1.1.69
Q8ID42;
A9PHA1;4.1.2.13
G7L7B9;
Q4WI02;6.1.1.20
F7GB23;2.4.1.-
Q8A129;3.4.21.92
A0A0R4IKW5;2.7.7.6
A0A3B6B8R9;1.11.1.7
A4D9G7;3.6.5.-
A9W9Q2;6.1.1.15
W1NVM9;
A0A0K9PW75;
P60010;
A0A022R1M9;
A0A0G2JZI2;
M9NDE0;2.7.1.33
A0A059AXL2;
M5WPH9;3.1.1.11
A0A2K3D0P1;
A7E652;
C4M084;
Q92947;1.3.8.6
A0A0A0KZ39;
W5MUK8;
A0A3B6NX38;1.8.1.7
A0A0A0L4Q3;1.8.1.7
H2LZ95;
A0A078F3S8;
Q57849;"2.7.1.213; 2.7.1.73"
A0A022RYI1;
F6ZGL8;
A0A1U8KRR0;3.6.1.5
F2EDF8;
I1ITD9;
F6H1H6;
B3RWJ2;4.1.1.50
Q75JD5;4.1.1.49
F6S5E1;
A0A072VPW0;
D3WC50;7.1.1.-
A0A3Q2TUT8;2.7.11.30
F4JML5;4.2.1.17
A0A3B3H391;
A0A2C9ULV4;4.1.1.50
K3XG74;2.7.2.4
Q4WTW4;
A0A1U8FG79;
A0A1U8HXW2;3.1.1.11
A0A1U8JWH3;3.6.4.12
A0A194YNG2;3.6.4.12
A0A337RW79;
P34044;
M4ET35;2.7.1.25
A0E0E5;
A9WFC3;1.6.99.5
A0A3Q7IYP1;6.5.1.1
P0C026;3.6.1.-
C5Y9T1;5.1.3.3
A7SFC3;6.3.3.2
Q8EBS5;6.1.1.9
A0A2I4GSW2;1.1.1.8
C3Y3C2;
I1LZA9;
C4LVP2;
Q6P897;3.1.3.4
Q9YHT1;1.3.5.1
A0A251NUY3;
A0A1D8PFY0;
A0A078JAK7;2.6.1.2
A0A0R0H4P4;
Q7NEX5;
E1C3R5;2.7.1.107
Q0V2S8;
A0A0A0KID4;
C3ZIB1;"2.1.2.3; 3.5.4.10"
A0A022R016;
F7GM08;
A0A061G4G6;1.4.3.-
E3L6D0;
A0A2K1L1Y5;
D7SJB8;5.3.99.3
C5X6B3;
Q7UPQ8;3.1.6.6
D8RT24;
M4EAC8;
A0A1U8JGB2;
A0A1S3YMP9;
D6WLR4;
A0A061DUR6;
A0A2K1IQ80;2.7.2.4
A0BRJ7;2.7.11.1
A7SSG3;
F1QQW9;
D8QRN5;5.3.1.24
A9UW90;1.14.11.-
C5WPY7;
Q7QKR1;
A0A1U8HKC8;2.8.1.8
A0A3B5YVG9;
Q8CWS7;2.5.1.75
M4EIB0;
Q973W5;6.2.1.36
B1N2P8;
A0A2K1XW05;5.2.1.8
A0A1S3Z5H8;
Q9KTV7;
A0A0K9Q2E2;1.14.14.17
I3LA16;2.1.1.56
H3GDN9;
B8CAR6;
Q8BTF7;6.5.1.1
A0A2C9UJN8;4.2.1.96
A0A2I2UAZ4;7.1.1.2
M4ELX1;
B8BYR5;
A0A061GLI4;2.7.11.1
A2G7C6;
O67572;2.7.1.130
A0A3B3I4P6;
A0A1D8PU17;3.1.1.5
B3RXV8;
Q5ASF1;
A0A022RJ24;
Q7QAC1;
A0A139WDR1;
A0A1S4CUQ1;
M3WRK4;1.4.3.-
O15496;3.1.1.4
A0DFI5;
F7CRJ0;
Q9KZU9;
Q5KBI4;1.7.3.3
P61736;2.9.1.1
B4FLJ3;1.1.1.42
Q8H151;6.2.1.n3
A7T7W3;
A0A0K9QBY4;
A0A3B6KEA3;
Q29RU6;3.1.3.9
Q61409;3.1.4.17
A9UP70;
F6YZW8;
A7RQ04;2.4.1.312
A0A251QMP1;3.1.1.11
P21889;6.1.1.12
A0A251UMX1;
A0A0A0LL37;2.7.11.24
A0A251TY19;
Q1MGQ9;2.7.8.24
A0A1W0W4A2;
A0A3B6MZC1;
B3VQM3;
A0A1D5V258;5.3.99.3
A9V8L2;6.3.2.17
Q0V434;
Q4WDZ1;
C5WR30;6.3.5.-
F4P4G0;2.7.1.36
E3L6B6;
Q8T3G5;
A0A1D8PEN1;
Q9XIG1;2.4.1.173
B3RSS9;
Q0E4S1;
A0A1U8IFD7;2.4.1.1
O87840;6.2.1.5
Q5AVF8;"2.3.1.1; 2.3.1.35"
Q755D7;3.6.5.-
Q7TQ07;2.7.7.7
Q8F983;
F6HPR0;
K3YPV5;
A0A2I2UFD5;
A0A251TUQ5;
A0A3B6MT07;
A0A2C9WIA3;3.1.1.11
P42123;1.1.1.27
A0A0D1DTS2;2.7.6.1
A0A251UC35;6.3.1.2
Q9C000;"3.4.-.-; 3.6.4.-"
M5X820;3.1.1.11
A0A0K9PRK8;
A5I5B5;
B9RM89;2.7.1.24
A0A251SC55;
D6WCU5;2.7.7.7
A0A1U8LST8;3.5.4.26
A0A1B0RMR7;2.7.4.3
A0A0H2UK01;
Q9RZL9;
A0A2J6LVL3;
A0A1S4AXK7;
A0A2J6LS49;
Q9HNK4;
A0A1S3Y9F9;
Q8CHH9;
Q4X1E7;1.13.99.1
Q332P0;
C5XB34;
A0A022QKQ6;2.7.1.11
E1JHE4;6.2.1.3
B7PMB4;6.1.1.19
A0A0R0IKJ3;
D8S2N9;
Q0DHH0;
A0A3Q1M2B6;
A0CPL9;
Q96480;"1.2.1.41; 2.7.2.11"
W5MQK7;1.4.3.13
D7U3V8;
M1B3D8;
Q0WRJ7;5.2.1.8
A0A2K1IN98;2.5.1.6
D7TDK0;
Q0ITW7;1.1.1.1
A0A2K1WRX5;
Q16877;"2.7.1.105; 3.1.3.46"
A0A0K9RIN3;
A0A6I8S2P6;"1.2.1.41; 2.7.2.11"
F6HMC0;
Q8A507;
A0BVE7;
B8E080;2.7.7.7
G7KEZ2;
Q7RVJ3;2.5.1.78
A0A3Q7G727;
K4A932;4.1.1.15
A0CF83;
C4M8B7;
C5XJ97;2.7.4.22
I1IYF8;5.1.3.3
A0A2J6JMM6;
K3YTB8;
Q94C57;"2.4.1.-; 2.4.1.237"
I1HI92;1.14.11.2
H2XVA3;
A0A3B6LGV8;
Q55G45;3.6.5.-
Q4KLL7;3.6.4.6
A0A1U8PNC0;
Q93372;
Q4WGJ3;
B7PA82;
G7L7F3;2.4.1.80
T1FYT2;2.7.10.2
A0A1U8K236;2.3.1.-
D7T716;
F1QLM9;3.1.3.48
Q09780;2.7.1.36
W1PX11;
A0A2J6MJG2;
F1RRM6;
H2MMZ0;
Q750D0;1.14.19.17
C5WNG2;2.3.1.39
Q3MID2;
Q86WJ1;3.6.4.12
A0A6I8SUG8;"3.1.3.48; 3.1.3.64"
A0A337SQ01;3.2.1.46
C4LSF5;
M3X0S5;
A0A078H4B8;3.1.4.11
A0A1Z5RLH8;
E9QIP1;
A0A2C9U9W0;3.1.1.11
M4EP24;
Q19297;
Q05920;6.4.1.1
Q7UNI8;3.1.6.4
Q8TS38;2.5.1.46
A0A2K3DBM5;
A0A3Q2H9I6;2.4.99.18
G7KHJ1;3.6.4.13
Q9Z120;"2.1.1.-; 2.1.1.33"
G7I7M0;
A7T816;
F6T8T2;2.5.1.21
A0A078JSZ1;
A2EDY3;
F6QDK2;
Q83DT4;2.7.1.36
A0A072U811;
A7Z019;3.6.4.-
A0EAN8;
Q7NGF7;2.5.1.61
A0A1S4A8R3;
P38913;2.7.7.2
A0A3B6QC50;4.3.2.9
A0A1U8N2R3;
B1L7E2;2.7.2.4
Q9HTD3;
A0A1U8JFT3;
C3YPR6;
Q9Y3Z3;3.1.5.-
B7FKS2;1.14.11.2
C6T165;
A0CQM4;
A0A2G2Y480;
A0D5N1;
A0A3B6KLN4;2.5.1.32
A0A2R8Q3X6;
K3XW64;
Q759A9;2.7.1.40
Q4P7L6;3.1.3.48
A0A2K3E4S1;
W1PWN6;
R4GBT1;6.1.1.11
A0A1S4CES0;
A0A3B6HTY4;
A8X5M3;
O84589;6.1.1.2
Q7QNM4;
E9FUG3;
G7I9Z0;1.4.4.2
M1AC63;1.8.1.7
E9H2A7;
A0A1U8LYW2;
Q75B75;
A0A059A7W7;
P39002;6.2.1.3
A0A0D1E3V6;
B0F6R1;
A0A2G2Y7I4;3.1.1.11
A0A2J6LVY1;
B2GV06;2.8.3.5
Q18939;2.1.1.360
F6XIR5;
A0A0P0WET4;
Q8ZPB7;
A0A1D6KNK6;
A0A287A703;
Q49S42;3.3.1.1
A0A2I3S2K8;
A9A2D8;
E9G044;1.15.1.1
A0A1U8Q8S4;2.6.1.52
A0A1U8J737;2.7.11.1
D8R7L5;1.8.1.7
G3R6H9;
P0A1F2;5.1.1.7
G7IAM1;3.1.1.-
Q8I5Q6;1.11.1.15
Q9KRS6;1.11.1.21
A0A3B6QGG5;3.1.1.-
G1KA45;
A0A078FRM0;
Q5B123;
B7PAL4;
A5I5Y3;
Q56UJ5;2.8.2.-
D8RG67;
A0A2J6LI35;
F1QYT2;
W1P7V6;3.1.4.4
A0A061GK93;2.7.1.11
I1L748;2.7.7.6
O70127;7.6.2.-
G3R6S3;
B3S683;
B9IHW0;2.7.8.15
A0A1S4D269;
P12782;2.7.2.3
A0A078HPS6;2.5.1.61
A8WSV7;
A0A0A0LDK7;
O14055;6.1.1.1
A0A0A0LMN7;
A7F621;3.1.1.5
Q6X898;2.3.3.9
Q83ED4;"2.7.1.26; 2.7.7.2"
B9T7V1;1.17.4.1
A0A251J672;
Q91VA7;
A0A2J6LX56;1.11.1.7
A0A251T7B5;2.7.11.1
F6HAJ0;3.6.4.13
M4C9B7;
E9H570;
H2QZL3;1.8.4.12
Q6P2V4;1.13.11.5
A0A1U7YU32;
A7F1X6;2.7.11.1
A0A061GZR8;
A0A078F744;6.3.4.5
A0A2C9VLL2;2.7.1.20
H2Q395;1.1.1.27
K7KHF4;3.2.1.26
A8XEY3;6.1.1.5
A5I1Y5;
G3QNX0;3.1.2.22
A0A2C9W550;2.7.1.40
Q7SH71;
A0A6I8Q823;
Q8IRM7;3.1.3.48
E9QGF5;3.1.3.48
A0A059DC01;
Q5AYC8;3.1.-.-
A0A6I8SM31;2.7.11.1
A0A1U8N204;1.5.1.20
A0A0A0L8L8;
Q03533;2.7.11.1
A0A067FQ12;"3.6.1.13; 3.6.1.16; 3.6.1.53"
Q65XG1;5.2.1.8
M4F447;2.7.4.3
A0A2K1XWV0;6.1.1.3
A0A3Q7IIP0;
F6SPL9;2.7.4.6
B1L5B4;
A0A2I2UMD7;
B3S7R3;
Q9RYV8;
H3F4N9;
F7FJ30;2.7.11.1
P35507;2.7.11.1
G1KHK4;2.7.1.11
A0A059CWE4;
Q5K8B0;1.11.1.6
K7V8K5;1.11.1.7
Q74FV3;3.6.5.-
G7I4Z5;3.5.1.1
K7BWZ3;6.1.1.16
W1PD27;1.5.5.2
W1NX76;
G5E5K2;2.7.11.1
B9GHZ7;
H3EMB3;
Q7ZVY5;2.3.3.1
H2QVT5;2.3.1.5
P0A4E1;2.7.1.2
A0A3Q2H176;3.1.2.22
A0A067EA71;
I1LVU9;
E9FWT1;
A0A2I4DHK8;
A0A3B6HVZ2;
Q568J5;3.1.2.22
Q7Q3D8;4.2.1.11
A0A1U8BPX9;
Q9FRL8;"1.8.5.1; 2.5.1.18"
F1P5C0;3.6.4.13
A0A1S4DI64;2.7.11.1
P77961;6.3.1.2
Q4QDF0;1.1.1.37
E9FUK3;2.4.2.7
A0A0K9R847;
Q948T6;4.4.1.5
A0A3B3HFX6;
A0A3B5YWZ8;
M1CG08;
C3XU86;
A0A022QLU7;
P31765;5.1.3.3
A0E4K1;
A0A1U8IJD8;
A0BZG6;2.7.11.1
E9FXB0;
H6QVK0;2.6.1.13
A9V1D8;
A0A0P0XSR5;
A0A061F098;
A0A3Q2HXN5;
A0A1D6QP23;4.3.2.9
A0A0A0LYM3;
A0A251PJ99;
M4EQU4;
W5MU81;
C3Y5X2;2.4.2.-
A0A2I2YSW7;3.6.4.13
A0A1U8K527;4.1.2.13
Q6C8Y1;
W5NB04;2.7.11.13
B9RUT5;2.5.1.58
A9UR51;1.5.5.2
B3SB13;
Q8VI78;3.1.1.111
A0A3B3H6Q3;
A0A2J6LJY3;2.3.1.41
A0A2I4DKG7;
Q4R159;
A0A1U8N0D3;
H9EV66;3.1.3.5
P0A729;3.6.1.-
G3V8A4;2.1.1.13
Q6C4A4;6.1.1.17
E3K9S1;
M3W0W3;
A0A1U8KW47;3.6.1.1
A0A251T2J0;1.6.2.4
Q759K2;2.5.1.58
K7KRK6;
K7KW31;
A0A3B6GRG7;
A0A0K9PU02;
A0A1S3XP18;
A0A2J6LCG4;
K3YN21;2.1.3.2
A0A2I2URK5;2.7.11.1
P32434;2.5.1.59
Q2FXU0;2.4.2.7
A0A067EQM7;
A0A3B3HXQ8;
U5CZI9;2.7.7.15
A0A022RMJ1;3.6.1.1
C3YTM3;3.5.3.18
A0A3B6A2K0;
C5XDV0;
F1A133;
P13697;1.1.1.40
P49841;"2.7.11.1; 2.7.11.26"
D8QT33;
H3GSD4;2.7.1.150
C3YW62;
P50998;3.5.4.6
A0A1U8AD30;1.1.1.284
A0A1U8LDW8;
A0A067DG28;
A0A2K1YCS4;
I1JI88;3.1.4.11
Q5F3W5;2.1.1.355
A0A337SVE4;
A0A251SLT6;
A0A1D6FNG1;1.15.1.1
F6HQF1;
Q6H643;3.1.2.-
Q9HZQ4;2.5.1.54
W1P149;
H3GES9;
A0A2I4E9M1;3.1.1.-
P50831;3.6.4.12
C5WMT6;
Q4Q0Y9;2.7.1.-
I1NCV7;
Q5KFU4;2.3.1.20
A0A2I4FQR9;
A0A067FBK6;
A0A1U8MMG8;1.1.1.34
C8VUB6;3.1.1.31
A2G104;
O84030;2.1.1.228
W5M4G7;3.6.1.-
A0A3B6T7V6;
A0A3B3IDZ7;
B3WFZ3;
A9V8S5;2.7.11.1
G7JHC6;
B9IQL1;
Q07412;5.3.1.1
A0A3B6TYJ1;
A0A1S4AMI2;6.1.1.20
A0A1U8MLE0;
C4MA72;
A0A1U8I1M1;
W5N2Z1;3.1.3.9
A0A1U7ZHK5;
A0A1U8NRN0;1.1.1.44
E9HY48;
P15429;4.2.1.11
A0A6I8R0U9;2.7.11.1
I1MUL2;
A0A1U8B8G0;
F6Y1T6;
W5MBD7;2.4.1.-
B0JZU3;3.1.3.57
I1K723;4.1.1.19
A0CNB5;4.1.1.33
G3QJK7;3.1.3.56
F4JP48;
A0A0K9NKB1;
A0A251UY41;6.2.1.45
Q8PBG3;
A0A1S3ZQA3;
A0A1D6I8M2;
A7SJG5;1.3.1.2
E3L2C6;1.3.5.2
Q6BZU8;
I1M2J8;
A0A067DI26;
A0A3B6RQG9;
A0A2K2D0R1;3.1.3.12
A0A3Q7GYP8;
A0A1B8XYA7;
A0A1L1RZG8;6.3.1.2
A9T1J4;2.7.1.-
G1KRT4;
A0A6I8R726;3.5.4.9
M5XPG3;
D8QRG9;
A0A3N7FR52;
C0HDR0;
A0A1U8LWY2;2.7.4.3
Q27RZ6;7.1.1.-
C5X5A2;1.2.4.1
G1KJK1;3.1.1.4
H9GN02;
A7RHR8;2.4.99.18
Q8P5D1;
I1HY81;1.11.1.25
Q4Q0M2;2.7.6.1
H2MAU1;
D8TFQ4;
I1MMH4;3.1.1.-
A0A067E984;
Q83C60;3.1.2.20
A0A1U8PQB3;
A0A1D5QNG8;
Q9FF78;3.1.1.11
A0A2J6KXK8;1.15.1.1
Q58EB4;3.1.2.4
A0A2I4HV21;1.2.1.-
A0A3B3HNB0;
A0A096TAY4;2.4.1.82
A0A1U8FPX0;
M4EUH1;
A0A1D6ELE8;5.2.1.8
D6W9D1;
M4CKV6;
A0A078I081;
A0A3Q7HV09;
F6YDS2;2.1.1.355
A0A3Q2LE78;4.3.1.17
Q9YGU4;2.7.11.30
W5M002;
A0A1Z5RGQ4;2.7.4.3
A0A3Q2LCJ2;3.1.4.-
A0A022R6I7;1.2.1.84
C3XWC4;
C5XWJ7;
P61647;2.4.99.-
A0A1D5PZ75;1.8.3.1
M1BNZ2;3.1.1.11
A0A3Q1LUA4;
A0A0A0LC96;
W1NZC0;1.11.1.7
A0A1U8K5X5;
M1DXZ4;1.2.1.84
Q64191;3.5.1.26
M0ZR27;2.7.11.24
A0A3N7FL25;
M4DJ69;
Q7QHP4;3.6.5.5
Q0TX23;3.5.1.2
P77625;"3.1.3.22; 3.1.3.23; 3.1.3.50"
Q6BFR7;
Q9X2I8;6.1.1.17
Q7NFS4;
A7S5T6;
F7G9X6;
A0A2I4H1T4;4.99.1.1
C5Y4M9;
I1LSW3;1.13.11.5
B9TIF4;
Q5KK97;
Q9VT00;
Q9VH09;1.4.4.2
H2MKI4;3.5.1.88
Q9LSB1;2.4.1.-
W5MMP4;1.17.4.1
A0A022RX86;
A0A251R9P0;
A0A2J6M2Q2;2.7.7.6
O35016;3.1.3.48
Q55CW2;2.7.11.1
A0A3B6KRT3;
F7E330;2.7.4.6
P9WKL1;1.1.1.42
Q15493;3.1.1.17
A0A2J6L458;2.3.1.41
A7RZ36;
A9V4L4;2.7.1.159
A0A1U8IMV9;3.6.1.1
D8S790;2.7.4.9
A0DKX0;
Q7Q5Z3;2.1.1.228
A0A251PTA3;
Q4WNX7;2.7.7.1
M3WLE3;5.4.99.-
F7B1V9;
A0A251R9A2;
M1ASG7;1.2.1.-
Q9HN80;3.6.4.-
A0A2G2ZG57;
G3V901;"2.4.1.224; 2.4.1.225"
A0A6I8QU56;1.5.1.2
T1G1N0;
A8XIF5;
Q92355;3.6.4.-
A0A096P7E8;6.3.3.1
O62483;2.1.1.22
A0A078ITB4;6.3.4.2
K3ZTS7;
A0A3Q2U9Z6;2.3.3.10
A0A0A0KV42;
A0A0D1C9L5;6.1.1.1
P15496;5.3.3.2
A0A0A0LY88;
A0A072V225;
B7PZ04;
Q27128;"2.7.1.25; 2.7.7.4"
D7T2K9;
C5Y8Z0;
A0A251UAJ0;
Q9JLC3;"1.8.4.12; 1.8.4.14"
F6WDL4;
F6S221;2.7.11.1
G3QGX6;
B7PH44;1.1.1.37
A0A078G9W7;2.7.11.1
A0A2J6K9B3;
A0A022QNM4;
A0A2C9WL45;3.1.4.11
D8T1T7;
Q9QWE9;"2.3.2.2; 3.4.19.13; 3.4.19.14"
A0A1U8PAK3;2.7.11.1
E9H176;3.6.4.12
M4E4N3;
Q0U3N3;2.7.7.12
A7X649;"2.7.1.140; 2.7.1.151"
M4DER2;3.3.1.1
A2EKN4;
B9SYU7;3.6.4.13
Q5KKL0;
Q62148;1.2.1.36
Q9UT79;
A0A0K9PFC9;
A7EKT0;1.8.1.7
A0A2K1Y0N3;3.5.1.52
C5WZ51;
A0A078JXL8;
C0HFI5;2.7.1.11
M1A8F9;
A0A251S9H4;
Q9Z0V6;1.11.1.24
A0A059D0U7;
Q9UJ68;1.8.4.11
W1NPV8;
A0A2C9WA25;6.2.1.3
A0A0K9PT84;2.5.1.6
A0A0D1CQQ7;3.6.1.23
A2FNF0;1.1.1.8
A0E6F3;
P0A4D8;3.6.4.13
A0A078FSL6;1.11.1.6
F7FVW8;1.14.11.4
G1KRU6;6.3.5.1
Q6P023;2.7.11.24
A0A059B4Z3;1.11.1.7
A0A0Q3J990;
D8RJ07;
A5I666;3.6.5.-
Q4WG41;2.3.1.20
A0A072VQU9;
E9GIA3;3.6.5.2
A0A078IQV7;
O66465;2.7.8.13
Q54LP3;2.4.1.83
A0A251RRR0;1.3.1.-
C3Y544;3.3.1.1
F1R0T0;
P18203;5.2.1.8
A0A1B8XT70;
K4A7J3;6.1.1.6
B3S9V0;
A0D3E6;
A0A1U8LE10;
E0CS10;
M1DER1;3.1.1.11
A0A368SS19;
D8T6I0;1.1.1.37
I1KPG0;
A0A1S3ZUT3;2.7.11.1
