Uniprot ID;EC number
K3XIW0;
P27664;3.1.4.35
Q32M08;1.3.1.90
A0A067GQ09;5.2.1.8
A0A286ZYT1;
B5KFA0;
Q58DK4;"2.7.1.28; 2.7.1.29; 4.6.1.15"
H2Q8G0;
A0A022PYF3;
A0BQR1;
Q552Z0;
A0A2G2YRQ2;
P0CH67;2.8.1.8
Q6DGA5;3.1.3.9
A0A1U8HY11;
A0A2J6LFV4;
A0A368SLM5;
B5DF73;
F4P5H7;
P35207;3.6.4.13
A0A2J6JIL3;
Q53HY9;
A0A0D1DXR9;
A0A1U8FTT8;2.4.1.1
A0A368RZE6;1.11.1.7
B9GQ08;1.11.1.6
A0A0A0KUD8;5.4.99.5
A0A1S3ZI39;2.5.1.47
Q89L74;
F7BQR2;2.4.2.31
G7KFT7;2.4.1.13
E9G5S1;1.14.13.39
F6VZY0;
M4CYD2;4.1.1.19
C3ZLP5;
W5N1P6;
A0A067DIH1;
B8A367;2.5.1.47
A0A2I2Y5J4;2.7.11.13
A0A3B5ZNR3;
M1ASV8;4.1.1.35
A0A059D9F3;1.11.1.7
Q03421;2.5.1.19
Q9UQX0;1.15.1.1
Q08DW2;
Q20616;1.11.1.7
C3XXW9;
I1LEA3;
A8DVI8;5.3.1.1
A2G1L2;
Q750Q9;
M3WUR6;
M5WU33;
Q7X6X9;
A0A059DKF8;2.7.1.11
H2QQY0;2.7.11.21
M1CKI1;
W1P6D6;
A0A452DK56;2.3.1.-
Q8K2Q2;"1.20.4.2; 1.8.5.1; 2.5.1.18"
A0A078I428;
B9HE92;
P43280;2.5.1.6
A0A3B6LN08;
A7S8K4;
D8R6R1;2.7.4.8
O42644;6.3.4.2
A0A1S4AAH6;3.6.4.12
A0A2K1JRZ9;2.7.2.3
A0A139WMV5;
A9V8R7;
Q17860;2.7.1.107
A1KQY5;
Q5ASA5;2.1.1.359
C0PFQ7;2.7.7.4
F7ANS2;"1.20.4.2; 1.8.5.1; 2.5.1.18"
F6H7A2;
Q753V9;
Q9F5P3;4.1.1.15
Q8P7U1;7.1.1.-
A5AP72;
F0ZZB8;2.1.1.100
A0A1U8H4Y5;
A0A2I3SPK2;2.1.1.364
A0A2K1LBY1;
G3S6G3;3.1.3.48
P50147;
E9GAX9;5.1.3.2
W1P332;1.3.3.4
A0A251RKM3;
B8LC09;
A8XQW5;4.6.1.2
D8SJG4;
A0A0D1DNG6;
A0A1Z5S887;1.11.1.7
G7IK37;
Q7QC60;1.16.3.1
A0A3B6KE82;
A8B4Z8;
F6SM40;2.8.2.-
A0A0A0L1A4;3.6.4.12
A0A1U8LGX0;
F6W5P6;
H2R9A3;
F7BY91;6.3.5.1
A0A067EQ51;2.4.1.13
A0A022QA14;1.11.1.7
A0A6I8Q540;2.5.1.6
G3QLI3;
A0A078JJR3;
A0A067GW42;1.3.5.1
F1RVS6;
P96878;4.2.1.1
Q5ANJ9;
G1KLI8;6.3.4.4
A0A0Q3IF41;2.7.11.1
A0A3B6HRC0;
C8VC57;
Q755M8;2.1.1.220
A2FEV0;
F1P1H5;2.7.1.107
Q89NA7;3.5.1.2
A0A2K3CTL7;
M4CU74;
M0ZKE5;
A0A2C9W5U3;
A0A6I8T299;
I1KTW9;
A9USK2;
A0A072V2M3;4.2.1.119
A0A1S4A196;5.2.1.8
Q5K021;
D2D336;
P08842;3.1.6.2
C3Y4Y8;
Q7AKG5;
Q8SB66;
Q86UL3;2.3.1.15
A0A0P0XFM1;3.1.4.4
A0A251RWI3;
A0A2J6LJC7;2.7.1.36
F7EBD8;6.1.1.9
A0A2C9UGY8;
P08134;
P39878;3.1.1.4
A0A2G2YP29;2.3.1.51
A0A1D6PN27;
A0A0K9PBQ4;
A2F6K8;
Q8Y729;3.2.2.9
P00338;1.1.1.27
P86832;6.2.1.33
M4DQI3;
A0A1U8INU4;
M3W8F1;
A0A022RWC8;4.1.1.50
A0A2G2YMW0;
Q8A1E8;1.2.1.41
A0A1U8IC75;
P81799;2.7.1.59
A0A078GXR0;
A7S9X1;
E7F223;
P08631;2.7.10.2
A0A1S4DM50;2.1.1.216
A0A3B6C462;
A9VAC2;
A7E8T6;2.1.1.228
A2FNU5;
A0A251UFW6;3.1.1.11
Q4WMW9;1.3.3.4
Q54MJ2;
D7SQN8;
A0A059CMM4;6.3.5.-
M1BEH2;
A0A3Q7FJC3;
Q759V8;2.7.1.12
Q75JL8;
Q93353;1.1.1.41
B9RR17;3.1.1.11
G7K189;
Q7EZR4;1.14.14.130
Q8SXE8;
C7U127;
A9V0D0;
Q81IT9;3.6.4.13
E9G9U2;
A0A0D1E682;
A0A251VLZ7;2.7.11.1
Q5TX52;2.4.1.-
A0A0D1C4V1;
F7B0W1;
Q9ZZ57;7.1.1.2
A2CEM2;
T1FUH0;
P04635;"3.1.1.3; 3.1.1.32"
D6WB21;2.7.1.17
Q9FQD3;2.5.1.18
A0A2J6KE19;
D8RLG2;
W5MP34;
H2QYR3;
Q0UJ77;
C5X981;1.11.1.7
A0A078GMG2;2.7.7.6
G3QI60;4.2.1.1
A0A0N7KUA0;2.4.1.131
M5WSW5;
A0A059A003;2.8.1.8
Q54P97;
A0A0A0KPQ8;2.7.7.2
P48562;2.7.11.1
A0A2I2YRR8;
A0A1D8PI81;
Q8EF14;4.4.1.8
K7MNQ9;3.1.1.-
A0A0K9PY22;
G7JS55;
C5WQ59;
B5L3X1;2.4.1.304
P87383;
Q6GL39;
A0A078G9J4;
A0A6I8PS94;6.1.1.11
P21696;1.1.1.8
K7DAN3;"2.4.1.224; 2.4.1.225"
A0A2J6JP12;4.3.1.19
P14165;2.3.3.16
U5FWY0;1.1.1.23
P32252;3.6.5.2
F6Y255;6.3.5.-
Q7QCT0;
P17081;
A0A6I8SVN6;2.7.10.2
F1MZS3;
A0A067F892;2.3.3.10
A0A2J6M1Y9;
A0A3Q7ERZ7;
E9HSR0;1.16.3.1
A0A078G0Q0;
Q386C0;
Q9D711;1.13.11.24
G1KPJ8;2.3.1.21
A0A1D8PRR3;3.2.1.28
A0A3B6IS01;1.11.1.11
A0A1S4BUB5;
B8DZP6;5.3.1.24
A0A0A0LHW7;4.4.1.5
C4LVX1;
A0A3B6JFG6;
T1G118;1.2.1.84
H9GUB8;
J9MJK9;2.2.1.2
D8ST91;2.7.4.14
P70563;3.6.1.-
P17858;2.7.1.11
Q62763;2.7.11.1
I1I6S8;
A0A067FQJ2;3.1.3.12
A0A3B6ECV6;
F6UEG4;
A0A0K9PRM4;3.1.1.11
B9SC01;
D6WXB4;2.3.1.-
C5XSV9;
A0A022Q2L3;4.1.1.48
A0A1D6FEW5;
A0A1S3Z8G9;
B3S1Y2;2.7.11.1
A0A0R0IAM2;
D8SHF8;
A0A022R1D6;3.6.1.9
A9TQS1;2.1.2.1
Q5RJK9;
A0A2J6K4G8;3.1.1.11
F1RB22;2.3.1.37
E7FDP2;2.7.1.11
H2LBV6;4.6.1.2
A0EI79;1.1.1.42
B3DIV6;2.3.1.12
F6WIA3;2.7.1.107
P16691;"2.3.1.-; 2.3.1.280"
Q5N7W4;3.6.4.13
Q7S5Z0;1.2.4.4
F8W2F9;2.7.10.2
A0A0K9NWQ1;6.1.1.20
W1NJF2;6.3.5.4
A0A251UK09;
Q3SDL4;
A0A3B6CB69;
C3Z514;
T1G039;
H2QQ28;2.8.2.8
A0A2I3SA93;6.3.4.5
M4D2C7;
A0A1U8BF71;
A7SP43;
A0A078H0Q1;2.7.1.40
A0A1S4AHN4;
A0A059ARU8;2.7.7.6
U5D4U6;
A0A067GYI5;3.1.3.11
A0A0R0IP64;2.1.2.1
A0A2C9VEB0;
F6PZ55;1.14.11.1
E9G331;2.7.11.1
Q9GV40;2.7.7.7
I1INT0;2.7.11.1
F6Y3N7;6.2.1.4
C3XV17;1.5.5.2
I1MC15;1.11.1.7
W5MF59;2.7.1.107
A0A2K1KD93;5.1.3.15
Q7Y208;3.1.4.46
A9UZX5;
W5N6D3;7.1.1.1
O75575;
P43902;"1.3.1.12; 5.4.99.5"
A0A1S4D893;
A0A6I8SBM8;
A0A2R8Q3K9;
A7T6T9;
C5X781;
A0A1U8L189;
Q9VCR0;3.5.1.14
A0A1D6EQ16;3.1.4.4
A0A251TAE9;
A2E5L9;
Q7PH82;
E9GAP3;
F6QE96;2.7.11.1
Q5Z665;
A0A0K9P8X4;3.6.4.12
C7B2E4;2.7.7.6
H6QT33;3.5.1.41
Q655W2;1.2.1.-
A0A2K1L6U0;2.7.4.3
A0DN72;
A7F871;
F6TU70;
K7KE32;
P23458;2.7.10.2
Q7PZI0;
H2MBQ7;
A0A1S3ZVF1;
Q0UKK2;
B9RUJ4;2.7.11.13
C5XGS0;1.4.1.14
Q54ZP3;
A0A3B6H4U7;3.1.1.-
Q4WWV4;3.6.4.13
Q8A9C3;1.3.1.14
A9RSH8;"2.4.2.10; 4.1.1.23"
A0A0A0K919;
A0A1S3YWM6;3.1.4.4
D8STB5;2.1.2.2
P77766;"3.1.13.-; 3.1.3.97"
D8SI89;
B9SEY0;
E3L136;
A0A078I3H4;
A0A1U8NLD3;1.11.1.7
A0A2I3SB66;5.2.1.2
A0A3B3H821;
A0A2C9VP39;
M4DSZ6;4.1.2.13
A8XT80;6.1.1.19
A0A022R6X0;
E9G2G4;3.1.2.22
A0A2C9V826;
F6XQN7;
A0A3B6ILD3;2.7.11.1
Q19469;2.7.11.1
Q9KRV2;2.7.1.59
W1NHF2;3.5.2.5
D6WX22;4.6.1.15
H9GKR3;6.1.1.4
A0A1S4A7G0;
H3FGH9;2.7.11.24
A0A251T6X0;
A0A2I2ZBR7;3.5.4.9
A0A022RZP0;
F4I114;2.7.11.-
A0A1S3Z7J4;
Q8RFR1;2.6.1.16
Q2QMH1;2.7.11.1
D6WQ80;
A0A1U8N5F9;
K4A1Q2;1.11.1.7
A0BWU9;
A0A251UIP0;
A0A2C9W5Q6;6.3.4.5
A0A0C5BKQ6;3.1.4.-
F1NB65;
Q9RUG0;4.1.1.48
Q9WYZ8;2.1.2.9
A0A1S3X3B2;
Q5TNA7;
Q586Y9;2.7.1.-
A0A1B6Q3C0;3.1.1.-
P47699;
A0A3Q2H0M2;
F6HDM2;4.2.1.93
Q4G176;6.2.1.n3
A0A0K9RIF0;
A0A078G3N8;
A0A1S4CV98;2.3.3.13
A0A072TRA9;
Q8ZK33;3.5.3.6
P46559;2.7.1.32
A0A1D6GRR4;5.5.1.4
U4PBF5;
E9H9X2;
Q7PR74;
A0D0F1;
I1IEQ4;2.3.1.257
A0A2G2ZEF0;3.1.2.-
Q0V015;
I3LJN2;2.7.1.107
A0A0K9RUN8;
A0A078HBV1;6.1.1.12
A0A3B6MWT3;2.4.1.1
Q8Y5V9;
A0A1U8I3I6;
B9A9U9;2.4.1.1
H9GUX8;
Q9HD43;3.1.3.48
I1GNB4;
F1QK51;4.2.1.1
A0A3B6GVJ1;
C3XV38;"2.3.2.2; 3.4.19.13"
Q9SJZ2;1.11.1.7
I1JGV6;
A0A0Q3ECS9;2.7.11.1
A0A2K3CQE7;
A0A1D5PVT8;2.7.1.23
B9SI28;5.2.1.8
P39346;1.1.1.264
A7T0N2;
D3ZGT6;
C5XF87;1.1.1.86
A0A3B5YTB0;
A0CS93;
C5XXS5;
A0A059CZY3;
A0A0R4J3U8;3.5.4.25
A0A2K2CRZ4;
Q5AUC1;1.1.1.9
C5X4E9;
A0A078IYW3;
E9HFJ1;
A0A251R5T7;
H3DSG1;
Q17448;
Q9I3J8;3.5.3.4
M1BTU1;
P00426;
A0A090MB65;3.6.4.12
A0A1S4D568;3.1.1.-
A0A078G3J7;
A0A0K9PCS6;4.2.1.93
A8WSK1;3.6.4.13
A8X1T4;1.1.1.205
C8V1U1;
A0A0K9R9Y3;
A0A2G2XX82;
A0A3Q7GKP3;6.1.1.10
I1I190;2.1.1.216
O74975;2.7.7.15
A0A067D5G3;
W5M4J2;
O35815;3.4.19.12
H9GLZ4;2.5.1.21
A0A2C9UDV7;
A0A6I8QA03;2.7.11.1
P35292;
P42765;"2.3.1.16; 2.3.1.9; 3.1.2.-; 3.1.2.1; 3.1.2.2"
P53290;
M4DM34;2.3.1.41
Q8DQN4;4.1.3.-
Q8ZTG3;2.4.2.10
M4CQD0;
A0A3Q7G341;
A0A078GV98;
B5YJW7;4.2.1.24
T1G8B0;2.1.2.1
B5YIN9;2.7.1.130
M4CJW0;3.1.1.-
A9UR33;
A0A1Z5RH29;
A0A1D6GVX2;5.2.1.8
A0A2C9V7R4;
Q58369;2.6.1.-
Q7UFJ4;6.2.1.3
A0A3B6QEM2;
A0A452DJB6;
W1NVT1;
A0A2G2Y553;
Q9P7P7;1.1.1.27
Q5AS70;2.7.4.3
A7ECH6;
A0A0D1CN93;
F7AN72;
F7B3B0;4.6.1.1
Q9JZG2;2.7.2.11
A0A2K1R7P1;
A0A2I4GUQ9;2.6.1.13
A7RI93;
B9HDQ7;2.1.2.1
A0A2J6L3H4;
F6PYU3;
A0A1U8J954;
A7RKH1;3.2.1.51
W5MGB6;
G3RGX7;3.5.3.15
A0A1U8QB79;
Q4PSQ5;3.1.1.11
K7USR3;1.14.13.81
A0A2K1KGF3;
A0A2K1YB77;
A0A3B6KFM7;2.3.3.13
A0D113;
Q0UYC2;
A0A1D8PGY1;6.3.1.14
Q8THZ4;
Q6IMM2;
E0CQT8;
A0A067F545;"3.1.3.77; 4.2.1.109"
P08088;1.3.1.19
A0BLX4;
M4D3L3;
P60217;3.2.2.9
A0A2I3RUB6;6.1.1.21
A0A3Q7J6B5;
Q6AY54;
Q2FZV7;1.6.5.9
A0A3Q7F0V0;
A0A3Q7ERN7;
A0A078GL21;"3.6.1.13; 3.6.1.22"
W1P8I9;
A0A251TKG9;
O67334;7.1.1.-
Q6AW61;
A0A0K9R3M8;2.8.1.8
A0A1U8Q4C4;
A0A2I4G8H9;
A0A2K1JKX0;2.7.11.1
H2Q7N6;
F1QUT2;
A0A2J6KMT0;6.1.1.21
W1Q0N2;
A7SBK8;
D8S1A5;1.2.4.1
A0A067GPE2;1.14.19.2
T1EG58;
U5DCG1;
A0A1U8II85;6.1.1.20
A0A178VR03;
A0A2I4DKI1;1.1.1.37
A9WGL5;
A0A2J6KZI1;3.6.5.-
Q57971;
E1BV91;2.8.2.-
G1KBJ5;5.3.3.2
Q86YB7;
A0A1U8JM42;6.1.1.7
Q819U0;3.5.1.88
W1NZV2;3.1.1.11
A0A0K9NW20;2.7.4.24
Q5RJS8;2.8.2.20
D8QQK2;2.3.3.9
B9HSN8;3.1.4.11
W1Q0X0;5.1.3.15
C8VBA0;
C3Y3M2;2.4.1.143
A0A067D5T3;
B3SFI8;
E3KY99;
K3YQU6;4.1.99.5
C5XIY1;1.11.1.7
A0A2K3DLX7;2.5.1.6
A0A1S3Z195;
F4NWJ2;1.2.1.27
W5MBR8;2.4.1.-
A0A0R4IMT3;
F6ZZZ7;6.3.4.2
A7BI56;4.2.1.47
F6HD98;
H3F6P7;3.5.99.6
A0A2G2YC26;
A0A3B6PP13;
Q21794;
A0A1U8MMG9;
A0A0A0K7M6;
A0A2G2ZI34;
A0A078FAI7;
A0A2K3DB71;"2.10.1.1; 2.7.7.75"
C8VAK9;
M4F2R5;
P22939;2.5.1.10
A0A1U8LMK3;
A0A2I2Z7G4;
G3RNJ3;
Q7UQC8;"1.1.1.29; 1.1.1.95"
W0FGS3;7.1.1.2
H2N2W4;
A7F5F5;3.6.4.12
C5X9W0;5.1.3.15
H9GH06;
F6H2Q2;
J7EPU9;1.5.1.20
O08398;
A0A3B6EIF2;
F7B9F1;
A9V1X3;3.1.1.29
Q5AXV0;2.7.-.-
Q8AA22;2.1.1.-
D8S8C5;
A9UWR1;
M4FHE3;
A0A2I3SX15;5.2.1.8
A0A2J6MBM5;6.1.1.2
A0A2J6MAB8;1.15.1.1
C8VSU4;2.1.2.10
Q9W423;2.3.1.24
Q9HYQ1;3.6.4.12
A0A059BC33;
A0A2G2Y180;3.4.21.92
A0A1U8GF65;2.7.1.150
A0A096P8I9;2.7.6.2
A0A3B5YWV3;2.7.11.1
A0A1D5UUC1;
A0BZN0;
E1C7T6;1.14.11.42
F6R7G9;2.7.11.1
Q8K157;5.1.3.3
A0BAU3;
I1IQQ6;
F1R1D2;
A0A2I3SUN0;
M0XP26;
A0A1U8NW25;"2.3.2.2; 3.4.19.13"
Q9RKS2;2.1.2.11
Q9HPY4;"1.5.1.5; 3.5.4.9"
G5EF77;6.1.1.11
A0A2G3A496;1.1.1.34
A0A2K2BVJ8;
A0A3Q7HDQ1;
A8DVU2;
B7ZD40;
A0A022QKV9;
A0A2C9VLV6;
U5D5S7;
A0A061FUI2;2.7.7.6
T1G3J0;
F1Q5L4;3.1.1.4
A0A1U7YS17;6.1.1.21
Q9KTZ1;2.4.99.17
H2L9M6;1.1.1.34
A0C885;2.7.11.24
F7FRZ9;
F1RR83;
A0A2C9UP43;3.1.2.-
A0A3B3HAV5;
H2Y3M9;
A0A067EI75;
Q8CFI5;6.1.1.15
Q9C0Y9;3.5.3.11
A0A2I3RB31;
Q8TU24;
Q9P7F2;1.4.3.21
G3X6X4;
W5N687;
K3YGV5;6.4.1.4
A0A1U8PU83;
T1G138;2.4.1.198
A0A078GCC4;6.5.1.1
P04175;1.6.2.4
Q5KPR0;
B9I3I9;2.1.1.77
W1PMQ2;
Q4Q6Q7;
A0A3B6KL86;
A0A2C9W0L7;
Q9WY68;3.5.99.7
A0A0Q3FDV8;6.1.1.4
A0A078I9I3;2.7.11.1
A0A0D1E0A0;
A9P7Y6;5.2.1.8
Q64729;2.7.11.30
Q01159;2.7.7.50
A9UQ28;
Q10B63;3.7.1.5
Q54M22;1.2.4.4
F6H0D3;
A0A2I3T4K2;2.7.7.8
A0BJ72;
A0A059AG52;
A0A078HT56;5.4.99.5
H3DVN7;
K3Z2F0;1.11.1.7
F6YJJ0;2.7.-.-
Q83EV8;
U5D9Q5;2.1.2.11
A0A251UJE5;5.1.3.15
A0A2G2YMX7;
A0A078K0T2;2.6.1.1
A0A022QH82;
A0A1D5RDV6;
P43775;"6.3.2.12; 6.3.2.17"
Q2R1G8;
T1G6W5;
F1N9F8;1.1.1.2
A0A078IM67;
A0A1U8GPR0;
A0A090M8A2;
K4AC07;
I1M704;2.5.1.32
A0A251SGD2;2.7.7.6
D4A0T1;1.3.1.-
Q4QE50;3.1.3.25
A0A368SAJ4;
F6ZAR4;
H9GNI0;
A0A3B6RH52;2.7.4.3
W5MMD7;
G1KJC4;
Q7QEQ2;
A0A090M8L4;
A0DVE0;
B3RP00;
Q9LYU8;2.7.2.4
A0A2K3DJ44;
I1I280;5.1.3.15
A0A078GS40;
A0A067F890;
A0A3B6ENU3;
B9T2I4;
M4EGV9;
Q7CR27;7.1.1.3
R4GJP5;5.1.3.17
A0A251V9G1;
W5M8T6;6.1.1.6
Q89VG5;
A0A059AW08;3.1.2.-
A7EKW6;
E7F2E0;
O67384;
A0A2C9TZL5;
M4D1J7;
A0A1U8K9J5;
A0A2J6K868;
Q54XQ3;3.6.4.13
A0A1S3XZI5;2.4.1.143
B7PT08;6.2.1.3
Q2FYZ9;
A0A2K2ACY6;
C3YWF5;
A5I268;
Q755Z4;
A0A1S3XB17;6.1.1.5
E1BB52;"2.7.11.22; 2.7.11.23"
A0A1U7ZX53;
D8T2A1;2.7.4.22
A0A1U8JCU3;2.5.1.78
A0DQQ4;
H2MT92;
Q4Q5J5;6.1.1.20
W5NK59;5.6.1.1
Q02974;2.7.1.3
P60283;2.7.7.6
F2Z5I5;
A0A078JU49;
A0A022QVC3;
A0A0K9R0P4;
A0A1S3XIH4;1.6.2.2
A0A251THX1;
B1L664;2.7.7.7
A0A022QQG1;2.5.1.32
A0A6I8SIW5;2.7.11.13
A0A251N2K3;2.4.1.1
K4DC83;1.11.1.7
F4NZJ8;
O64896;3.1.3.12
Q90XD4;1.1.1.284
Q9JXS2;3.6.1.-
Q9K1Q9;2.5.1.7
D8TE48;7.1.1.2
E9HIN2;
H9GIF7;
B9T2Q2;2.7.11.23
T1ED46;1.3.5.2
Q585W1;4.1.2.27
H3GQ87;
E7FGN6;
A0A3Q1MPJ4;3.7.1.2
A0A3B5YXF4;2.7.11.24
A0A061E8D3;
A0BHS1;2.7.8.15
B3SBF3;
A0A3B6GZD3;
A0A059BXJ3;
A7EJT8;2.3.3.9
Q7PMI2;3.6.4.12
Q9W170;
F7E9T1;
Q8ZFV7;6.3.4.5
O77317;3.1.3.4
A2F083;2.5.1.6
F7HAC6;2.7.1.1
H3E201;2.5.1.47
C4LT93;
Q9LEE0;4.2.1.11
A0A0A0LZG7;2.3.1.97
F6HZC1;3.1.1.-
A0A078HWF2;3.5.4.9
D8RVI0;
Q8ZWP0;3.6.4.12
Q6CDC9;
F7HN20;3.1.1.4
A0A0K9R4W2;1.11.1.7
A0A1S4CYT6;3.1.1.-
A0A1U8AM83;
A0A059A1C4;1.3.3.3
A2DVG1;
A0A1U8LM78;2.4.2.14
F1QUD7;
A0A3B6LUK8;
Q8PCP9;
D8QWH7;5.1.3.15
A0A022Q4F0;
A0CEB4;
A0A061F2Q5;5.2.1.8
O24854;2.5.1.78
A0A0R4ISI6;
A0A3B6QJY8;2.4.1.143
A7F8C3;3.6.4.12
D3KFW7;2.7.11.1
Q8ZTU5;6.1.1.2
A2EBT1;
A7ERZ4;
O94445;3.6.4.13
Q93J68;1.1.1.44
A0A0K9Q9F2;2.1.1.228
A0A1U8L027;
Q4Q2Y6;2.3.1.-
A0A022R878;
M4EPE2;
A0A0D1CL29;2.6.1.1
A0A2K3DEF1;2.7.4.8
F0ZBQ3;
A7F0L6;4.2.1.75
Q1K6J6;
H2LRH7;3.1.3.64
B5YNC8;
Q8ZQC4;2.7.4.25
H3GR03;
A0A0P0WE90;
Q0UYT3;
P49290;1.11.1.7
M4ERC6;
I1GPQ7;
G7KVS0;1.2.4.2
Q0V7G6;1.5.5.2
B8E0G6;3.6.1.66
Q8EYP2;1.1.1.42
A0A368PNC0;
A0A0K9NPU8;3.1.1.-
D8RN96;
A0A251NSC7;
G3S0J0;
Q7UNW7;2.7.1.130
D7TK66;
A0A3B5Y5H2;3.6.1.1
A0A067G127;1.8.4.11
A0A072UA77;
M5X4J0;
Q2FUR8;
A0A1D6I4Y9;
A8XFN1;
A0A059CR89;
A9V5W6;2.7.7.6
Q8Y8A4;2.6.1.-
A0A3B6MPR3;
G2HEF5;
A0A3B6U6R6;
B9HFN6;5.5.1.4
M5VZS4;
P65537;2.7.4.6
Q4P2W8;2.1.1.360
Q9W2L6;3.1.4.2
A0A2K1K1G8;2.7.1.40
A9V237;2.7.11.-
C5WSP7;1.15.1.1
Q7XXT3;
A0A067F2A8;2.7.1.108
G3S2K0;5.2.1.8
A0A078FXL0;
D8RHN8;
A0A2I4FZ65;
I1GQF9;
O67119;
A0A1S4D8E5;
G3MZ21;
Q0UXM0;
A0A3B6LIG5;6.3.5.4
A8XLR9;"6.2.1.4; 6.2.1.5"
Q5BB08;2.7.1.20
K7D7S6;
A0A059D3P0;
Q9VLG9;4.3.2.1
B6TNM0;2.3.1.39
A0A3B6B3N7;3.1.3.12
Q9FR37;3.5.1.4
A0A1U8L540;
A0A0K9RTD2;
A0A3Q7GB18;2.7.1.158
A0BQJ5;4.2.1.1
A9V6F2;
D8T5M1;1.11.1.7
H9GMQ6;7.1.1.1
F1MK61;2.1.1.203
A0A3B3HCK2;
E9HU19;
Q9RS38;2.7.4.8
Q89WB3;2.7.7.8
Q5XJ10;"1.2.1.12; 2.6.99.-"
B9HI53;2.7.2.3
A0A1S4CGB1;3.6.5.-
M4DYX4;
Q8EI33;7.1.1.-
Q7UVK8;1.1.1.27
A0A058ZWP1;3.6.4.12
A0A1U8K2A8;3.1.1.-
P23501;3.1.3.-
E9FR81;
A0A022PN69;
A0A3Q7JDB5;
A0A0N7KCL6;
A0A1D6E313;
F7CZI4;
F7DQ90;2.7.7.6
P43827;6.1.1.4
A0A3B6JIU8;
A0A3B3HMC2;
A0A3N7EQE0;3.1.1.11
P56103;2.7.4.8
B9GLJ4;
G3RQS7;2.4.1.-
A0A1U8JBV4;
H2QCB0;
C5XCF8;3.6.4.12
A0A1U8ED45;1.11.1.7
A0A251S8P2;
Q8HCP6;
M3WZD4;
A7EJA6;
H2M228;3.5.3.1
A0A3B6AT82;
M4E6N9;2.7.1.25
C5WNR0;
W1P8U7;5.2.1.8
A7S640;2.3.1.48
A8WRB3;2.3.1.255
A0A3Q2HGX2;3.1.2.22
C3XPU3;
K7L0P4;
C5X1J2;
B5YHE2;2.5.1.6
F0ZX49;1.15.1.1
C3Y291;
K7EE81;"2.1.1.17; 2.1.1.71"
F6GWQ0;4.1.2.13
K7GNB4;3.5.3.15
I1IKI2;
P15559;1.6.5.2
B8LDP8;3.1.6.1
Q94548;
A0EFE6;
A0BYF1;5.3.1.1
A9PA38;
A0A1W0W4L3;
Q66JH1;
M1AIP8;2.7.1.150
E1BAP8;
A0A3B3IDQ0;
A0A0K9RZ90;
A0A2C9UK43;2.7.4.3
A0A3B6HW75;2.7.1.67
O66490;2.7.4.3
A0A1S4BPA4;
A8IC72;
F6VVP6;"2.4.1.224; 2.4.1.225"
Q0V9M5;3.1.2.2
D6X2E5;
C3YP13;
T1F777;
Q8NK50;1.1.1.138
F6Z5D7;6.3.2.41
A0A072VD65;
A0BE02;
H0YGX0;
C5XUN0;2.7.11.24
Q8ZI61;"2.7.7.42; 2.7.7.89"
A0A2J6L4B1;3.2.1.26
A0A3B6EJ97;2.7.11.1
Q1JPA6;2.3.1.5
A0A090M096;
Q5EAD2;"1.1.1.37; 1.1.1.399; 1.1.1.95"
A0A0A0LZA5;
Q0MQG4;7.1.1.2
E1C6R1;2.5.1.75
B2RZ21;2.3.1.-
I3LIH2;3.1.3.25
M0UI03;2.3.1.48
Q2TBV1;
A0A078FW31;
A0A059CTV8;
A0A3Q7HE44;3.1.1.11
A0A078GC86;1.8.4.12
A0A2I4GZC3;
Q9U307;6.3.1.2
A0A3B3I8Y9;
A9YWS0;2.1.2.1
E9H778;2.3.3.8
A0A078FZY6;
Q5B7J0;6.2.1.-
P44341;6.3.4.2
A0A251RN83;
Q0UZ01;
A0A1B6QB52;6.1.1.21
A0A2K1K5N4;
Q81E69;1.7.99.4
P26659;3.6.4.12
A0A1B8Y179;
D4A4S7;
A0A061G3J4;
A0A2J6LSQ7;
A0A2I4GTI0;
A0A1U8B1V8;
A9WB35;
B8A5J4;3.1.3.48
F6GSL3;
Q5PRD9;6.2.1.3
A9VA87;
A0A0K9PLA3;
E9QB37;2.5.1.18
A0A3B6SIC6;
A0A0R4IHZ8;
D2A4J4;
E3K9S2;
Q566N7;
M0UL54;
Q5A388;
A0A3Q1LP83;5.4.2.3
A2DRA5;
I1I6H3;2.7.1.134
A0A2C9V926;3.1.1.11
Q0E9E2;6.4.1.1
A0A059BH19;4.1.1.33
A0A1U8JNP4;2.5.1.61
Q2G1H6;2.7.2.8
Q9UHY7;3.1.3.77
A0A0K9PVA1;2.3.1.97
B8JM40;"2.1.1.218; 2.1.1.221"
U5D9W1;2.5.1.19
E9GF52;2.7.7.6
A0A3B6AQY3;
Q9RL13;
A0A2I2ZW84;3.1.3.48
A2BFP6;
E9AEA6;3.1.4.-
A0A0D1CV25;2.7.7.7
F6UJE8;
P39956;
A0A059CDH8;2.7.11.1
Q2KJ64;3.5.3.1
Q4Q7B0;2.7.1.137
A0A061FI95;
A0A2I4EUE6;
A0A3B5ZZ95;
A0A1S4AEW5;
F6QER4;2.7.11.1
A0A059BI31;
A0A072UXA5;6.1.1.1
Q0JE99;
G3QFP4;
B9SF88;2.4.1.82
C5YIM7;1.11.1.11
F1RAK0;6.2.1.3
Q8S8S2;"2.3.1.23; 2.3.1.n6; 2.3.1.n7"
